attrib1,attrib2,attrib3,attrib4,attrib5,attrib6,attrib7,attrib8,attrib9,attrib10,attrib11,attrib12,attrib13,attrib14,attrib15,attrib16,attrib17,attrib18,attrib19,attrib20,actual_class,subset,predicted_class,trust_score,dist_to_non_pred,dist_to_pred,our_score,model_confidence,mean_distance,rowID
57,3,0,0,1,1,0,0,0,1,208,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1269
47,6,2,6,0,0,0,0,1,4,8,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1270
38,3,0,4,0,1,0,0,5,1,15,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1271
24,3,1,3,0,1,0,0,0,1,112,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1272
30,3,1,3,0,1,0,0,0,1,428,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1273
51,6,0,6,0,0,0,0,0,2,194,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1274
55,4,0,1,0,1,1,1,8,1,376,3,999,0,0,-1.8,93.075,-47.1,1.453,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1275
35,1,0,1,1,0,0,0,0,3,267,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1276
51,4,0,4,0,1,0,1,3,3,291,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1277
32,2,0,6,1,1,0,0,0,3,71,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1278
46,4,0,4,0,0,0,0,1,1,117,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1279
33,2,0,1,0,0,0,1,2,4,98,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1280
58,2,0,5,1,1,0,0,1,4,158,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1281
53,4,0,4,1,1,1,0,0,0,579,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1282
49,10,0,0,0,0,0,1,8,0,383,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1283
56,0,2,0,1,0,0,0,0,1,115,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1284
31,3,0,3,0,1,1,1,2,0,199,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1285
45,3,1,3,0,1,0,1,8,0,173,1,999,0,0,-1.8,93.075,-47.1,1.466,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1286
53,4,0,5,1,1,0,1,2,3,988,5,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1287
44,2,0,6,1,0,0,1,5,4,48,4,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1288
46,2,0,1,0,0,0,0,1,1,107,3,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1289
42,10,0,6,0,1,0,1,2,1,370,2,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1290
33,4,1,4,0,1,0,1,3,0,122,4,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1291
38,3,0,3,0,1,1,1,5,4,186,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1292
61,5,2,6,0,0,0,1,8,3,949,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1293
60,3,0,3,1,0,0,0,0,2,150,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1294
36,3,0,3,0,1,1,1,2,0,256,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1295
33,3,0,3,1,0,1,1,8,0,243,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1296
37,2,0,4,1,0,0,1,3,0,392,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1297
32,2,0,6,0,2,2,1,3,1,347,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1298
27,2,0,1,0,0,1,1,0,3,279,1,999,1,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1299
35,8,0,6,0,0,0,0,5,0,81,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1300
50,8,0,4,0,0,0,1,2,3,73,7,999,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1301
56,3,0,2,1,1,0,1,2,3,28,21,999,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1302
53,1,0,1,1,1,0,0,1,3,75,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1303
49,1,2,3,0,1,0,0,0,1,259,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1304
46,0,2,0,1,0,1,1,2,1,518,1,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1305
45,3,0,0,0,1,0,1,3,1,198,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1306
54,4,0,6,0,1,0,1,3,2,78,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1307
48,2,1,6,0,0,0,1,5,1,148,1,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1308
40,6,0,5,0,1,0,1,5,3,165,1,999,1,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1309
28,4,1,6,0,1,0,0,0,3,129,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1310
44,2,0,3,1,1,1,1,3,3,452,6,999,0,0,1.4,93.444,-36.1,4.962,5228.1,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1311
32,2,2,6,0,0,1,1,3,2,203,2,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1312
45,1,0,4,0,0,0,0,3,3,64,18,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1313
39,3,0,3,0,1,0,1,2,3,266,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1314
55,5,0,4,0,0,1,0,1,1,107,4,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1315
38,4,0,4,0,1,0,0,1,4,220,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1316
42,3,0,3,1,0,0,0,1,4,61,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1317
52,2,0,6,0,1,0,1,8,0,95,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1318
50,2,0,6,0,1,1,1,5,4,189,2,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1319
50,3,2,0,0,1,0,0,1,0,46,1,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1320
36,2,0,1,0,0,0,0,0,0,76,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1321
39,1,0,1,0,0,0,0,1,3,387,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1322
48,3,0,3,0,0,0,1,2,0,54,3,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1323
31,1,0,1,1,0,0,0,0,1,110,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1324
46,3,0,0,0,1,0,1,2,0,397,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1325
25,3,1,1,0,0,0,0,0,4,1212,3,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1326
43,7,0,4,0,1,0,0,1,3,52,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1327
50,2,0,3,0,2,2,1,3,4,49,9,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1328
33,1,1,2,1,1,0,0,0,2,230,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1329
31,6,0,6,0,0,0,1,3,0,92,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1330
43,6,2,6,0,1,0,1,3,0,269,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1331
48,2,2,1,1,0,0,1,0,0,146,1,999,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1332
46,0,0,0,0,0,0,0,0,1,86,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1333
37,4,0,4,0,0,0,1,8,4,54,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1334
47,6,0,6,0,0,0,1,3,3,152,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1335
55,2,0,1,0,1,1,1,3,2,61,3,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1336
50,6,0,2,0,0,0,1,5,2,221,5,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1337
29,2,0,6,1,1,0,1,0,0,11,4,3,1,2,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1338
47,3,0,0,1,1,1,0,1,1,168,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1339
32,4,0,4,0,0,0,1,3,1,252,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1340
35,7,0,4,0,0,0,0,0,0,67,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1341
38,2,0,1,0,1,0,1,2,0,319,2,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1342
34,3,0,2,1,0,0,0,1,0,479,3,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1343
34,3,0,0,0,0,0,1,5,1,120,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1344
42,2,0,1,0,0,0,0,0,3,260,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1345
36,3,0,0,1,0,0,0,0,0,114,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1346
54,3,2,0,0,0,0,0,0,0,208,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1347
41,2,0,6,0,0,0,0,1,3,115,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1348
34,1,0,1,0,0,0,0,0,3,285,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1349
53,2,0,6,1,1,0,0,0,1,13,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1350
55,2,0,5,0,1,0,1,8,3,525,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1351
44,4,0,4,0,1,0,0,1,1,57,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1352
26,1,1,1,0,1,0,1,2,2,142,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1353
32,1,1,5,1,0,0,1,2,1,981,1,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1354
34,3,1,3,0,1,0,0,0,4,247,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1355
42,6,0,6,0,0,1,0,2,1,650,2,999,0,0,1.4,93.91799999999999,-42.7,4.955,5228.1,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1356
36,10,0,1,0,1,0,0,5,0,104,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1357
52,2,0,1,0,0,0,1,5,4,165,1,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1358
53,7,0,2,1,1,0,1,2,0,131,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1359
31,2,0,1,0,1,0,1,3,2,170,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1360
28,3,1,1,0,1,0,0,1,0,102,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1361
45,4,0,4,0,0,0,1,0,3,55,1,999,0,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1362
44,2,2,1,0,1,1,1,2,2,70,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1363
49,1,0,1,0,1,0,1,0,0,165,1,999,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1364
54,2,0,4,0,1,0,1,3,2,103,4,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1365
35,4,0,4,0,0,0,0,1,2,1528,2,999,0,0,1.4,94.465,-41.8,4.962,5228.1,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1366
53,2,2,6,0,1,0,1,3,4,61,2,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1367
41,4,1,1,0,1,0,1,3,2,219,3,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1368
55,3,0,3,1,1,0,0,1,1,103,6,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1369
26,7,1,3,0,1,1,1,2,0,104,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1370
39,3,0,2,0,0,0,0,0,2,108,6,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1371
24,2,0,1,0,0,0,1,2,1,42,1,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1372
29,2,0,6,0,1,0,0,0,3,203,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1373
40,1,0,1,0,0,0,1,5,1,51,1,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1374
55,2,1,6,1,1,0,1,5,0,389,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1375
44,1,1,1,0,1,0,1,5,2,116,5,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1376
34,2,1,6,0,1,0,1,0,2,265,1,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1377
52,3,0,0,1,1,1,0,0,2,833,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1378
52,6,0,6,0,1,0,0,0,2,27,10,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1379
50,7,0,3,0,1,0,0,0,4,1713,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1380
46,6,0,5,0,1,0,1,5,3,121,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1381
40,4,2,6,0,1,0,0,1,0,113,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1382
57,6,0,3,1,1,0,0,1,0,30,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1383
34,6,0,6,0,1,1,1,0,1,106,1,999,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1384
42,6,0,5,1,0,0,0,0,1,204,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1385
39,3,0,2,0,0,0,1,2,0,178,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1386
43,1,0,2,0,1,0,1,5,4,158,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1387
60,10,0,0,0,2,2,0,0,3,101,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1388
55,4,0,2,0,1,0,0,0,1,452,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1389
42,5,0,3,1,0,0,0,1,0,67,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1390
44,2,2,1,0,1,1,1,2,3,75,11,999,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1391
57,6,0,6,0,0,0,1,5,0,62,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1392
21,3,0,3,0,0,0,1,2,2,160,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1393
33,3,0,3,0,0,0,0,0,3,544,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1394
54,2,2,6,0,0,0,0,1,1,213,4,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1395
31,1,1,1,0,0,1,1,0,3,50,2,999,1,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1396
42,3,0,5,1,0,0,0,1,2,82,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1397
51,1,2,1,0,0,0,0,5,1,236,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1398
28,3,0,1,0,1,0,0,2,3,60,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1399
34,2,2,6,0,0,0,1,3,2,185,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1400
33,4,1,6,0,1,0,1,3,1,113,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1401
27,3,1,1,0,1,0,1,2,0,156,1,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1402
31,4,0,6,0,2,2,1,5,1,104,1,999,1,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1403
27,1,0,4,0,1,0,0,0,0,283,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1404
53,2,0,6,0,0,0,1,3,2,384,5,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1405
30,4,1,4,0,0,0,0,0,0,480,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1406
51,3,0,0,1,1,0,1,3,4,207,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1407
34,2,1,1,0,1,0,1,8,4,183,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1408
36,8,1,6,0,1,0,1,5,0,200,2,4,1,2,-0.1,93.2,-42.0,4.191,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1409
50,2,0,2,0,0,0,0,0,4,66,4,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1410
50,10,0,3,0,1,0,0,0,0,331,5,999,0,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,1,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1411
55,1,0,1,0,1,0,1,3,2,63,4,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1412
30,4,0,4,1,1,0,1,5,2,242,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1413
41,2,0,6,0,0,0,1,3,3,84,5,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1414
55,1,0,0,0,1,0,1,3,2,173,2,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1415
33,0,2,6,0,0,0,0,0,1,392,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1416
26,1,0,1,0,1,0,0,2,1,514,11,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1417
51,3,0,0,1,1,1,1,2,0,297,3,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1418
38,2,1,2,1,0,0,0,0,1,65,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1419
35,2,2,6,0,1,0,1,3,0,139,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1420
34,2,0,6,0,1,0,1,5,0,92,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1421
31,0,0,3,0,1,0,1,2,2,219,1,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1422
52,4,0,4,0,1,0,0,3,0,93,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1423
29,6,0,6,0,1,0,1,5,3,120,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1424
25,2,1,1,0,0,0,1,2,1,313,6,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,train,-1,-1,-1,-1,-1.0,-1.0,-1.0,1425
